"Phrase","PhraseID","Accentuation","Clitic objects","Cyrillic phrase","Doubled phrase","Evidential","Interrogative","Line","LineID","Miscellaneous","Negation","Phrase","Reflexive","Style","Syntactic cohesion","Tense-mood","Token","TokenID","Verbal phrase","Word order"
"gu rəzvàla:","74877","","1.obj.pron.","куга̀ гу рәзва̀ла:","","","","Babjak 3: 23","12966","","","gu rəzvàla:","","","","present","gu, rəzvàla:","11915, 12962","",""
"gu rəzvàla:","74876","","1.obj.pron.","гу рәзва̀ла:","","","","Babjak 3: 24","12971","","","gu rəzvàla:","","","","present","gu, rəzvàla:","11915, 12962","",""
"dədème sì gu","74875","dbl.acc","refl+obj.pron.","дәдѐме сѝ гу","","","","Babjak 3: 21","12671","","","dədème sì gu","reflexive","","","present","dədème, sì, gu","12665, 27023, 11915","",""
"se prinùdime","74874","","","се прину̀диме","","","","Babjak 3: 20","12664","","","se prinùdime","reflexive","","","present","se, prinùdime","12409, 12663","",""
"sə ukrəlì","74873","","","сә укрәлѝ","","","","Babjak 3: 18","12651","","","sə ukrəlì","","","","perfect","sə, ukrəlì","16432, 12647","",""
"ergènetò sə","74872","dbl.acc","","ергѐнето̀ сә","","","","Babjak 3: 18","12651","","","ergènetò sə","","","","","ergènetò, sə","12646, 16432","",""
"če ì sə ukrəlì","74871","addl.acc","1.obj.pron.","че ѝ сә укрәлѝ","","","","Babjak 3: 17","12645","non.std.word.order","","če ì sə ukrəlì","","","","perfect","če, ì, sə, ukrəlì","7423, 27054, 16432, 12644","","obj-aux"
"se rədùva:","74870","","","се рәду̀ва","","","","Babjak 3: 17","12645","","","se rədùva:","reflexive","","","present","se, rədùva:","12409, 12642","",""
"ukrədème gu","74869","","1.obj.pron.","укрәдѐме гу","","","","Babjak 3: 16","12638","","","ukrədème gu","","","","present","ukrədème, gu","12631, 11915","",""
"gu ukrədèm","74868","","1.obj.pron.","гу укрәдѐм","","","","Babjak 3: 15","12630","","","gu ukrədèm","","","","present","gu, ukrədèm","11915, 12625","",""
"sə gu ustìli č’ùpu","74867","","1.obj.pron.","де̂̀ сә гу устѝли","clt.pron-nom","","","Babjak 3: 15","12630","","","sə gu ustìli č’ùpu","","","","perfect","sə, gu, ustìli, č’ùpu","16432, 11915, 12623, 74961","","aux-obj"
"dèbimè gu","74866","dbl.acc","1.obj.pron.","дѐбимѐ гу","","","","Babjak 3: 14","12619","","","dèbimè gu","","","","present","dèbimè, gu","12617, 11915","",""
"də gu pečè","74865","","1.obj.pron.","дә гу печѐ","","","","Babjak 3: 13","12615","","","də gu pečè","","","","present","də, gu, pečè","974, 11915, 12608","",""
"gu iznàs’a","74864","","1.obj.pron.","гу изна̀с’а","","","","Babjak 3: 12","12607","","","gu iznàs’a","","","","present","gu, iznàs’a","11915, 74960","",""
"gu upɛ̀va","74863","","1.obj.pron.","гу упе̂̀ва","","","","Babjak 3: 11","12603","","","gu upɛ̀va","","","","present","gu, upɛ̀va:","11915, 12602","",""
"si pràva","74862","","","си пра̀ва","","","","Babjak 3: 10","12596","","","si pràva","reflexive","","","present","si, pràva:","12879, 12582","",""
"pràvejà gu","74861","dbl.acc","1.obj.pron.","пра̀вейа̀ гу","","","","Babjak 3: 9","12590","","","pràvejà gu","","","","imperfect","pràvejà, gu","12585, 11923","",""
"gu pràva","74860","","1.obj.pron.","гу пра̀ва","","","","Babjak 3: 8","12584","","","gu pràva","","","","present","gu, pràva:","11923, 12582","",""
"zbìraà se","74858","dbl.acc","","збѝраа̀ се","","","","Babjak 3: 4","12540","","","zbìraà se","reflexive","","","imperfect","zbìraà, se","21611, 12409","",""
"prəznùvaà go","74857","dbl.acc","1.obj.pron.","прәзну̀ваа̀ го","","","","Babjak 3: 4","12540","","","prəznùvaà go","","","","imperfect","prəznùvaà, go","21610, 12536","",""
"gu prəznùvəhə","74856","","1.obj.pron.","гу прәзну̀вәhә","","","","Babjak 3: 4","12540","","","gu prəznùvəhə","","","","imperfect","gu, prəznùvəhə","11915, 14672","",""
"də sə vɤršè","74854","","","дә сә вършѐ","","","","Babjak 2: 33","13596","","","də sə vɤršè","reflexive","","","present","də, sə, vɤršè","974, 19574, 13595","",""
"kətu sə vlečè","74853","","","кәту сә влечѐ","","","","Babjak 2: 31","13588","","","kətu sə vlečè","reflexive","","","present","kətu, sə, vlečè","13583, 19574, 13584","",""
"čùpəd gu","74852","","1.obj.pron.","чу̀пәд гу","","","","Babjak 2: 29","13575","","","čùpəd gu","","","","present","čùpəd, gu","13574, 11923","",""
"də gu čùpət","74851","","1.obj.pron.","дә гу чу̀пәт","","","","Babjak 2: 29","13575","","","də gu čùpət","","","","present","də, gu, čùpət","974, 11923, 13573","",""
"se nəčùka:","74850","","","се нәчу̀ка:","","","","Babjak 2: 28","13568","","","se nəčùka:","reflexive","","","present","se, nəčùka:","12409, 21602","",""
"nəkovà se","74849","","","нәкова̀ се","","","","Babjak 2: 27","13560","","","nəkovà se","reflexive","","","present","nəkovà, se","13556, 12409","",""
"kràvite gi fprègna:","74848","","1.obj.pron.","кра̀вите ги фпрѐгна:","nom-clt.pron.","","","Babjak 2: 25","13546","","","kràvite gi fprègna:","","","","present","kràvite, gi, fprègna:","15832, 1152, 13545","",""
"se fprègna:","74847","","","се фпрѐгна:","","","","Babjak 2: 25","13546","","","se fprègna:","reflexive","","","present","se, fprègna:","12409, 13545","",""
"vulòvetò se","74846","dbl.acc","","вуло̀вето̀ се","","","","Babjak 2: 25","13546","","","vulòvetò se","","","","","vulòvetò, se","13540, 12409","",""
"sə vɤršɤ̀t","74845","","","сә вършъ̀т","","","","Babjak 2: 24","13539","","","sə vɤršɤ̀t","reflexive","","","present","","","",""
"gu tròšət","74843","","1.obj.pron.","гу тро̀шәт","","","","Babjak 2: 23","13533","","","gu tròšət","","","","present","gu, tròšət","11923, 13530","",""
"də se vəršè","74842","","","дә се вәршѐ","","","","Babjak 2: 22","13526","","","də se vəršè","reflexive","","","present","də, se, vəršè","974, 12409, 13525","",""
"mèlehmè i","74839","dbl.acc","","мѐлеhмѐ и","","","","Babjak 2: 19","13514","","","mèlehmè i","","","","","mèlehmè, i","21601, 19483","",""
"tuvà žìtutu","74838","","","тува̀ жѝтуту","","","","Babjak 2: 19","13514","mult.determ.","","tuvà žìtutu","","","","","tuvà, žìtutu","20048, 13509","",""
"si kupùvame","74837","","","си купу̀ваме","","","","Babjak 2: 18","13507","","","si kupùvame","reflexive","","","present","si, kupùvame","12879, 13506","",""
"gu dàvəme","74836","","1.obj.pron.","гу да̀вәме","","","","Babjak 2: 16","13502","","","gu dàvəme","","","","present","gu, dàvəme","11923, 13499","",""
"gu jədɛ̀hme","74835","","1.obj.pron.","гу йәде̂̀hме","","","","Babjak 2: 15","13498","","","gu jədɛ̀hme","","","","imperfect","gu, jədɛ̀hme","11923, 74518","",""
"nə vrèmetò gu","74834","dbl.acc","","нә врѐмето̀ гу","","","","Babjak 2: 15","13498","","","nə vrèmetò gu","","","","","nə, vrèmetò, gu","12807, 13495, 11923","",""
"uvrɤšème gu","74833","","1.obj.pron.","увръшѐме гу","","","","Babjak 2: 14","13493","","","uvrɤšème gu","","","","present","uvrɤšème, gu","13461, 11923","",""
"gu udvɛ̀eme","74832","","1.obj.pron.","гу удве̂̀еме","","","","Babjak 2: 13","13488","","","gu udvɛ̀eme","","","","present","gu, udvɛ̀eme","11923, 13490","",""
"se udvɛ̀və","74830","","","се удве̂̀вә","","","","Babjak 2: 11","13475","","","se udvɛ̀və","reflexive","","","present","se, udvɛ̀və","12409, 13473","",""
"vɛ̀emè gu","74829","dbl.acc","1.obj.pron.","ве̂̀емѐ гу","","","","Babjak 2: 11","13475","","","vɛ̀emè gu","","","","present","vɛ̀emè, gu","13471, 11923","",""
"žìttò gu zberème","74828","","1.obj.pron.","жѝтто̀ гу зберѐме","nom-clt.pron.","","","Babjak 2: 10","13470","","","žìttò gu zberème","","","","present","žìttò, gu, zberème","13466, 11923, 13468","",""
"uvrɤšème gu","74826","","1.obj.pron.","увръшѐме гу","","","","Babjak 2: 9","13463","","","uvrɤšème gu","","","","present","uvrɤšème, gu","13461, 11923","",""
"tri čètiri pèt šèz","74825","","","три чѐтири пѐт шѐз","","","","Babjak 2: 8","13458","approx.num","","tri čètiri pèt šèz","","","","","tri, čètiri, pèt, šèz","5500, 7502, 12998, 13456","",""
"berème se","74824","","","берѐме се","","","","Babjak 2: 8","13458","","","berème se","reflexive","","","present","berème, se","13452, 12409","",""
"vrɤšème gu","74823","","1.obj.pron.","връшѐме гу","","","","Babjak 2: 5","13439","","","vrɤšème gu","","","","present","vrɤšème, gu","13435, 11915","",""
"si pusɛ̀eme","74822","","","си пусе̂̀еме","","","","Babjak 2: 4","13431","","","si pusɛ̀eme","reflexive","","","present","si, pusɛ̀eme","12879, 13430","",""
"si žɤ̀neme","74821","","","си жъ̀неме","","","","Babjak 2: 4","13431","","","si žɤ̀neme","reflexive","","","present","si, žɤ̀neme","12879, 13427","",""
"si gu pòlzvəme tuvà","74820","","refl+obj.pron.","сега̀ си гу по̀лзвәме тува̀","clt.pron-nom","","","Babjak 2: 3","13425","","","si gu pòlzvəme tuvà","reflexive","","","present","si, gu, pòlzvəme, tuvà","12879, 11915, 13423, 20048","",""
"sə òdi","74819","","","сә о̀ди","","","","Babjak 2: 3","13425","","","sə òdi","reflexive","","","present","sə, òdi","19574, 13421","",""
"si gu pòlzvame harmànɤ","74818","","refl+obj.pron.","си гу по̀лзваме hарма̀нъ","clt.pron-nom","","","Babjak 2: 2","13419","","","si gu pòlzvame harmànɤ","reflexive","","","present","si, gu, pòlzvəme, harmànɤ","12879, 11915, 13423, 13418","",""
"se vàrexa","74817","","","се ва̀реха","","","","Arčar 2: 38","51290","","","se vàrexa","reflexive","","","imperfect","se, vàrexa","12409, 51289","",""
"ti kàzvam","74816","","1.obj.pron.","ти ка̀звам","","","","Arčar 2: 35","51281","","","ti kàzvam","","","","present","ti, kàzvam","17648, 42314","",""
"če sa opṛ̀ži","74815","","","че са опр̥̀жи","","","","Arčar 2: 31","51274","","","če sa opṛ̀ži","reflexive","","","future","če, sa, opṛ̀ži","7422, 15122, 51273","",""
"če se svàri","74814","","","че се сва̀ри","","","","Arčar 2: 29","51271","","","če se svàri","reflexive","","","future","če, se, svàri","7422, 12409, 11555","",""
"da si èbe","74813","","","да си ѐбе","","","","Arčar 2: 26","51265","","","da si èbe","reflexive","","","present","da, si, èbe","11415, 12879, 51263","",""
"od n’ì","74812","","","од н’ѝ","","","","Arčar 2: 25","51259","od+obj","","od n’ì","","","","","od, n’ì","3406, 51098","",""
"àjde vi donesème","74811","","1.obj.pron.","ви донесѐме","","","","Arčar 2: 25","51259","no.compl..","","àjde vi donesème","","","","present","àjde, vi, donesème","22974, 13340, 51256","",""
"sa zavidèle","74810","","","са завидѐле","","","","Arčar 2: 23","51254","","","sa zavidèle","","","","perfect","sa, zavidèle","23555, 51253","",""
"sa go donèle","74808","","1.obj.pron.","са го донѐле","","","","Arčar 2: 20","51250","","","sa go donèle","","","","perfect","sa, go, donèle","23555, 14385, 51229","","aux-obj"
"nè e imàlo","74807","","","нѐ е има̀ло","","","","Arčar 2: 20","51250","","neg-clit","nè e imàlo","","","","perfect","nè, e, imàlo","12294, 26185, 26831","",""
"nè e imàlo","74806","","","нѐ е има̀ло","","","","Arčar 2: 18","51247","","neg-clit","nè e imàlo","","","","perfect","nè, e, imàlo","12294, 26185, 26831","",""
"nè e imàlo","74805","","","нѐ е има̀ло","","","","Arčar 2: 18","51247","","neg-clit","nè e imàlo","","","","perfect","nè, e, imàlo","12294, 26185, 26831","",""
"sa donèsle","74804","","","са донѐсле","","","","Arčar 2: 16","51244","","","sa donèsle","","","","perfect","sa, donèsle","23555, 51242","",""
"sa zavidèli","74803","","","са завидѐли","","","","Arčar 2: 16","51244","","","sa zavidèli","","","","perfect","sa, zavidèli","23555, 51240","",""
"sa donèle","74802","","","са донѐле","","","","Arčar 2: 12","51233","","","sa donèle","","","","perfect","sa, donèle","23555, 51229","",""
"sa utišlà","74800","","","са утишла̀","","","","Arčar 2: 10","51226","","","sa utišlà","","","","perfect","sa, utišlà","23555, 51223","",""
"blagodarɤ̀ ti","74799","","1.obj.pron.","благодаръ̀ ти","","","","Arčar 2: 7","51219","","","blagodarɤ̀ ti","","","","present","blagodarɤ̀, ti","51217, 17648","",""
"učìli sme","74798","","","учѝли сме","","","","Arčar 2: 4","51210","","","učìli sme","","","","perfect","učìli, sme","51207, 12768","",""
"sme učìli","74797","","","сме учѝли","","","","Arčar 2: 4","51210","","","sme učìli","","","","perfect","","","",""
"si e zdràvo","74792","","","си е здра̀во","","","","Arčar 1: 41","51168","","","si e zdràvo","reflexive","","","present","si, e, zdràvo","12879, 987, 51211","predicate","obj-cop"
"gu pòrəstègl’i","74788","","1.obj.pron.","гу по̀рәстѐгл’и","","","","Babjak 1: 4","14661","","","gu pòrəstègl’i","","","","present","gu, pòrəstègl’i","11923, 74787","",""
"desetìna dvanàese","74785","","","десетѝна двана̀есе","","","","Belica 2: 142","23133","approx.num","","desetìna dvanàese","","","","","desetìna, dvanàese","36523, 18320","",""
"də se jədè","74784","","","дә се йәдѐ","","","","Babjak 1: 31","22727","","","də se jədè","reflexive","","","present","də, se, jədè","25055, 12409, 22726","",""
"də nə jè kuràf","74783","","","дә нә йѐ кура̀ф","","","","Babjak 1: 31","22727","","neg-clit","də nə jè kuràf","","","","present","də, nə, jè, kuràf","25055, 14095, 22810, 22725","predicate",""
"ud n’ègu","74781","","","уд н’ѐгу","","","","Babjak 1: 29","22717","od+obj","","ud n’ègu","","","","","ud, n’ègu","5983, 34030","",""
"se rànəjə","74780","","","се ра̀нәйә","","","","Babjak 1: 28","22711","","","se rànəjə","reflexive","","","imperfect","se, rànəjə","12409, 22710","",""
" udrɛ̀žiš si","74779","","","удре̂̀жиш си","","","","Babjak 1: 27","22708","",""," udrɛ̀žiš si","reflexive","","","present","udrɛ̀žiš, si","22707, 12879","",""
"sə vìkə","74778","","","сә вѝкә","","","","Babjak 1: 21","21073","","","sə vìkə","reflexive","","","present","sə, vìkə","19574, 21077","",""
"nè e gul’ɛ̀mə fùrn’ɛ","74777","","","нѐ е гул’е̂̀мә фу̀рн’е̂","","","","Babjak 1: 21","21073","","neg-clit","nè e gul’ɛ̀mə fùrn’ɛ","","","","present","nè, e, gul’ɛ̀mə, fùrn’ɛ","12294, 987, 74965, 74966","predicate",""
"gu tùr’a","74776","","1.obj.pron.","гу ту̀р’а","","","","Babjak 1: 19","16845","","","gu tùr’a","","","","present","gu, tùr’a","11915, 74790","",""
"gu slàgə","74775","","1.obj.pron.","гу сла̀гә","","","","Babjak 1: 19","16845","","","gu slàgə","","","","present","gu, slàgə","11915, 21679","",""
"də gu nəpràve","74774","","1.obj.pron.","дә гу нәпра̀ве","","","","Babjak 1: 14","16835","","","də gu nəpràve","","","","present","də, gu, nəpràve","974, 11923, 16834","",""
"də gu nəmɛ̀šə","74773","","1.obj.pron.","дә гу нәме̂̀шә","","","","Babjak 1: 14","16835","","","də gu nəmɛ̀šə","","","","present","də, gu, nəmɛ̀šə","974, 11923, 16833","",""
"k’e se e iskisnàl","74772","","","к’е се е искисна̀л","","","","Babjak 1: 13","16832","","","k’e se e iskisnàl","reflexive","","","fut.perf.","k’è, se, e, iskisnàl","63651, 12409, 26185, 16831","","obj-aux"
"də se isk’ìsne","74771","","","дә се иск’ѝсне","","","","Babjak 1: 12","16829","","","də se isk’ìsne","reflexive","","","present","də, se, isk’ìsne","974, 12409, 74789","",""
"k’e presedì","74770","","","к’е преседѝ","","","","Babjak 1: 10","22680","","","k’e presedì","","","","future","k’è, presedì","63651, 16823","",""
"k’e gu prigòtvi","74769","","1.obj.pron.","к’е гу приго̀тви","","","","Babjak 1: 10","22680","","","k’e gu prigòtvi","","","","future","k’è, gu, prigòtvi","63651, 11923, 16822","",""
"k’e gu zəmɛ̀si","74768","","1.obj.pron.","к’е гу зәме̂̀си","","","","Babjak 1: 9","16821","","","k’e gu zəmɛ̀si","","","","future","k’è, gu, zəmɛ̀si","63651, 11923, 16819","",""
"k’e gu rəzbrɤ̀kə","74767","","1.obj.pron.","к’е гу рәзбръ̀кә","","","","Babjak 1: 9","16821","","","k’e gu rəzbrɤ̀kə","","","","future","k’è, gu, rəzbrɤ̀kə","63651, 11923, 16808","",""
"k’e frɤ̀li","74766","","","к’е фръ̀ли","","","","Babjak 1: 8","16818","","","k’e frɤ̀li","","","","future","k’è, frɤ̀li","63651, 16816","",""
"k’e jə nəpràə","74765","","1.obj.pron.","к’е йә нәпра̀ә","","","","Babjak 1: 8","16818","","","k’e jə nəpràə","","","","future","k’è, jə, nəpràə","63651, 14297, 16814","",""
"k’e sì jə usòli vudàtə","74764","","refl+obj.pron.","к’е си йә усо̀ли вуда̀тә","clt.pron-nom","","","Babjak 1: 7","16812","","","k’e sì jə usòli vudàtə","reflexive","","","future","k’è, sì, jə, usòli, vudàtə","63651, 27023, 14297, 16811, 12983","",""
"k’e sìpe","74763","","","к’е сѝпе","","","","Babjak 1: 7","16812","","","k’e sìpe","","","","future","k’è, sìpe","63651, 16810","",""
"də go rəzbrɤ̀kə","74762","","1.obj.pron.","дә го рәзбръ̀кә","","","","Babjak 1: 6","16904","","","də go rəzbrɤ̀kə","","","","present","də, go, rəzbrɤ̀kə","25055, 12536, 16808","",""
"k’e zème","74761","","","к’е зѐме","","","","Babjak 1: 6","16904","","","k’e zème","","","","future","k’è, zème","63651, 16905","",""
"k’e mu tùri","74760","","1.obj.pron.","к’е му ту̀ри","","","","Babjak 1: 6","16904","","","k’e mu tùri","","","","future","k’è, mu, tùri","63651, 19054, 15445","",""
"də go pečè","74759","","1.obj.pron.","дә го печѐ","","","","Babjak 1: 5","16387","","","də go pečè","","","","present","də, go, pečè","974, 12536, 12608","",""
"mu tùri","74758","","1.obj.pron.","му ту̀ри","","","","Babjak 1: 5","16387","","","mu tùri","","","","present","mu, tùri","19054, 15445","",""
"utsɛ̀ja gu","74756","","1.obj.pron.","утсе̂̀йа гу","","","","Babjak 1: 3","12553","","","utsɛ̀ja gu","","","","present","utsɛ̀ja, gu","11169, 11923","",""
"utsɛ̀jə gu","74754","","1.obj.pron.","утсе̂̀йә гу","","","","Babjak 1: 3","12553","","","utsɛ̀jə gu","","","","present","utsɛ̀jə, gu","11168, 11923","",""
"si go izgrèbaa","74749","","refl+obj.pron.","си го изгрѐбаа","","","","Arčar 1: 56","51199","","","si go izgrèbaa","reflexive","","","aorist","si, go, izgrèbaa","12879, 12536, 51198","",""
"si trɤ̀gvam","74748","","","си тръ̀гвам","","","","Arčar 1: 55","51197","","","si trɤ̀gvam","reflexive","","","present","si, trɤ̀gvam","12879, 51196","",""
"od vìdin","74747","","","од вѝдин","","","","Arčar 1: 46","51181","od+obj","","od vìdin","","","","","od, vìdin","3406, 51180","",""
"mu sɤ ozɤ̀bi","74745","","refl+obj.pron.","му съ озъ̀би","","","","Arčar 1: 33","51142","","","mu sɤ ozɤ̀bi","reflexive","","","aorist","mu, sɤ, ozɤ̀bi","35287, 19604, 51141","",""
"ne smè se razbràle","74744","","","не смѐ се разбра̀ле","","","","Arčar 1: 31","51139","","neg-clit","ne smè se razbràle","reflexive","","","perfect","ne, smè, se, razbràle","7850, 22547, 12409, 51138","","aux-obj"
"se razbìrame","74743","","","се разбѝраме","","","","Arčar 1: 23","51118","","","se razbìrame","reflexive","","","present","se, razbìrame","12409, 25215","",""
"ne mòe se razbèrem","74742","","","не мо̀е се разбѐрем","","","","Arčar 1: 13","51099","no.compl..","neg","ne mòe se razbèrem","reflexive","","","present","ne, mòe, se, razbèrem","7850, 74736, 12409, 74737","",""
"mi pròba:","74741","","1.obj.pron.","ми про̀ба:","","","","Babjak 4: 1","13236","","","mi pròba:","","","","present","mi, pròba:","13233, 13234","",""
"ne sɤ̥̀ si svrɤšìle","74735","","","не съ̭̀ си свр̥ъшѝле","","","","Arčar 1: 3","51074","","neg-clit","ne sɤ̥̀ si svrɤšìle","reflexive","","","perfect","ne, sɤ̥̀, si, si","7850, 51070, 12879, 12879","","aux-obj"
"rumɤ̀nci si","74734","","clit.noun.phrase","румъ̀нци си","","","","Arčar 1: 17","51106","","","rumɤ̀nci si","reflexive","","","","rumɤ̀nci, si","51094, 12879","",""
"sme gi učìle","74730","","1.obj.pron.","сме ги учѝле","","","","Arčar 2: 10","51226","","","sme gi učìle","","","","perfect","sme, gi, učìle","12768, 1152, 51225","","aux-obj"
"če dòjde","74726","","","че до̀йде","","","","Arčar 1: 54","51195","","","če dòjde","","","","future","če, dòjde","7422, 873","",""
"go isìpa","74725","","1.obj.pron.","го исѝпа","","","","Arčar 1: 53","51194","","","go isìpa","","","","aorist","go, isìpa","12536, 51186","",""
"isìpa go","74723","","1.obj.pron.","исѝпа го","","","","Arčar 1: 49","51187","","","isìpa go","","","","aorist","isìpa, go","51186, 12536","",""
"svalì gi","74721","","1.obj.pron.","свалѝ ги ","","","","Arčar 1: 42","51171","","","svalì gi","","","","aorist","svalì, gi","51169, 1152","",""
"ne sɤ̀ go napràile","74719","","1.obj.pron.","не съ̀ го напра̀иле","","","","Arčar 1: 40","51166","","neg-clit","ne sɤ̀ go napràile","","","","perfect","ne, sɤ̀, go, napràile","7850, 16413, 14385, 23487","","aux-obj"
"ne sɤ̀ gi betonìrale","74715","","1.obj.pron.","не съ̀ ги бетонѝрале","","","","Arčar 1: 37","51153","","neg-clit","ne sɤ̀ gi betonìrale","","","","perfect","ne, sɤ̀, gi, betonìrale","7850, 16413, 1152, 51152","","aux-obj"
"də mu pràim","74714","","1.obj.pron.","","","","","Arčar 1: 36","51149","","","də mu pràim","","","","present","də, mu, pràim","974, 43022, 31168","",""
"ti plàštam","74713","","1.obj.pron.","ти пла̀штам","","","","Arčar 1: 30","51137","","","ti plàštam","","","","present","ti, plàštam","17648, 51136","",""
"vi e naèl","74712","","1.obj.pron.","ви е наѐл","","","","Arčar 1: 9","51090","","","vi e naèl","","","","perfect","vi, e, naèl","6338, 26185, 51089","","obj-aux"
"nè e napràeno","74710","","","нѐ е напра̀ено","","","","Arčar 1: 41","51168","","neg-clit","nè e napràeno","","","","present","nè, e, napràeno","12294, 987, 49338","pass.part",""
"sa fṛlìle","74709","","","са фр̥лѝле","","","","Arčar 1: 38","51160","","","sa fṛlìle","","","","perfect","sa, fṛlìle","23555, 51154","",""
"də go kontrolìrat ","74708","","1.obj.pron.","дə го контролѝрат","","","","Arčar 1: 21","51114","","","də go kontrolìrat ","","","","present","də, go, kontrolìrat","974, 14385, 51113","",""
"də gim pràim","74679","","1.obj.pron.","","","","","Arčar 1: 2","51069","","","də gim pràim","","","","present","də, gim, pràim","974, 26107, 10705","",""
"č ìdem","74657","","","","","","","Arčar 1: 2","51069","","","č ìdem","","","","future","č', ìdem","19855, 29062","",""
"tùj dɤ gu užènim","74656","","1.obj.pron.","ту̀й дъ гу ужѐним","nom-clt.pron.","","","Drjanovec 2: 9","27221","","","tùj dɤ gu užènim","","","","present","tùj, dɤ, gu, užènim","18675, 27219, 11915, 56834","",""
"mène dìri","64501","","1.obj.pron.","мѐне дѝри","long.only","","","Arčar 1: 25","51124","","","mène dìri","","","","present","mène, dìri","13055, 51123","",""
